start,end,studentid,transcript
0:52:33,0:52:34,41327c6b-fe54-449a-94aa-09f0b291dd58,Is that right.
0:52:35,0:52:36,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah I mean.
0:52:40,0:52:43,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Okay yeah it says yeah we finished the first exercise.
0:52:45,0:52:46,4541350f-a10b-4b53-892c-31b181194b68,Can I ask something before.
0:52:46,0:52:47,,You.
0:52:48,0:52:53,4541350f-a10b-4b53-892c-31b181194b68," At some point, I think i've read that we should make a copy of the other collab document."
0:52:54,0:53:00,4541350f-a10b-4b53-892c-31b181194b68," In order not to edit directly So yes, something that we do and we shared with the students or how does it work exactly."
0:53:01,0:53:05,41327c6b-fe54-449a-94aa-09f0b291dd58," I mean usually everybody should do it because, like."
0:53:06,0:53:08,41327c6b-fe54-449a-94aa-09f0b291dd58,The changes will not be saved it's not necessary.
0:53:10,0:53:14,41327c6b-fe54-449a-94aa-09f0b291dd58,But if you want your progress to be saved.
0:53:15,0:53:19,41327c6b-fe54-449a-94aa-09f0b291dd58,You can you can make a copy of it in your drive.
0:53:21,0:53:34,41327c6b-fe54-449a-94aa-09f0b291dd58," And then, whatever you do in here, it will be saved in your drive as well, but it's not necessary at all like people can keep working on this temporary version as well."
0:53:37,0:53:38,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah.
0:53:41,0:53:49,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, so so there they go would be jealous maybe a fast forward the process."
0:53:50,0:53:57,41327c6b-fe54-449a-94aa-09f0b291dd58,So we will watch the video with our videos of right and then read through the content.
0:53:59,0:54:12,41327c6b-fe54-449a-94aa-09f0b291dd58," And then, like just before the exercise finishes return our videos on and usually we can start when everybody's videos on."
0:54:14,0:54:16,41327c6b-fe54-449a-94aa-09f0b291dd58,So this way like we don't pressure people.
0:54:18,0:54:26,41327c6b-fe54-449a-94aa-09f0b291dd58," So that if people, some people some students have some emergency they had to take a longer break or something."
0:54:27,0:54:32,41327c6b-fe54-449a-94aa-09f0b291dd58," It would be nice if they let you know in advance, but if, for some reason they got left behind."
0:54:33,0:54:42,41327c6b-fe54-449a-94aa-09f0b291dd58," that's the time to like get synced with everybody, but if, for example, if one person is remains and their video is not on, and like after."
0:54:43,0:55:02,41327c6b-fe54-449a-94aa-09f0b291dd58," Like 30 seconds you waited and then you can you know talk and say like are you there is everything's fine can we help and stuff and like if they really didn't respond, then you can continue like there's a chance that they got dropped, or they just left computer or something happens."
0:55:03,0:55:18,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah but usually people like come back very quickly and if, after 30 seconds, nobody the last person didn't show up is mostly an emergency it's, not because they are still reading you're."
0:55:20,0:55:23,41327c6b-fe54-449a-94aa-09f0b291dd58,engaged yeah they're probably disengage so you can continue after.
0:55:25,0:55:32,41327c6b-fe54-449a-94aa-09f0b291dd58," So then, after they learned about the topic and watch them read, then we will."
0:55:33,0:55:38,41327c6b-fe54-449a-94aa-09f0b291dd58,create the breakout room to go and read exercise and then attempt it together.
0:55:39,0:55:43,41327c6b-fe54-449a-94aa-09f0b291dd58," So let's imagine we know this parts, we learned."
0:55:45,0:55:55,41327c6b-fe54-449a-94aa-09f0b291dd58,So you had questions you had confusions you share and we discussed sometimes you might not probably know the answer to.
0:55:56,0:56:09,41327c6b-fe54-449a-94aa-09f0b291dd58," Then, in that case you can say that Okay, in the meantime you're gonna attempt exercise i'll go and ask the content team in the discord and then you can try to find answers for them."
0:56:10,0:56:24,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah but but don't get stuck yourself as well, if you like, don't know answers like shy don't be shy to say like I don't know as well as my first time reading this and it's also confusing right also you can blame the company can say it's just confusing."
0:56:26,0:56:40,41327c6b-fe54-449a-94aa-09f0b291dd58,So yeah so let's say you are ready to start the exercise and i'll create the breakout rooms and then i'll just you know mysteriously with my videos have come and monitor you.
0:56:41,0:56:41,41327c6b-fe54-449a-94aa-09f0b291dd58,Okay.
0:56:42,0:56:46,41327c6b-fe54-449a-94aa-09f0b291dd58," So, creating the breakout room."
0:56:48,0:56:50,41327c6b-fe54-449a-94aa-09f0b291dd58,Minor question also does anyone see that.
0:56:50,0:56:55,fc07718b-853d-4a8f-8fd8-3c08aa713ede,Time that the tutorial supposed to take that the extra sad are supposed to take that they mentioned.
0:56:56,0:57:07,41327c6b-fe54-449a-94aa-09f0b291dd58," Apparently, that feature doesn't exist for all content so some tutorials have that some Downs because, like some creatures included some didn't."
0:57:08,0:57:20,41327c6b-fe54-449a-94aa-09f0b291dd58," But yeah I mean don't, even if it exists don't trust it too much your instincts and and the current progress and how much time left, and how much time you feel is better spent."
0:57:21,0:57:28,41327c6b-fe54-449a-94aa-09f0b291dd58," progressing farther it's really up to you because, like it's very dynamic like if something happened they got really stuck in the beginning."
0:57:29,0:57:42,41327c6b-fe54-449a-94aa-09f0b291dd58," It will be better if you like, kind of speed up and try to get to the end rather than spend that estimated time because you already are behind, and it will be better if you try to catch up."
0:57:44,0:57:50,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah so i'll create three breakout room I assign some people.
0:57:51,0:57:52,41327c6b-fe54-449a-94aa-09f0b291dd58,i'll try to.
0:57:54,0:57:54,,Like.
0:57:56,0:58:04,41327c6b-fe54-449a-94aa-09f0b291dd58," switch some people around so it becomes kinda even I don't know I don't know use I don't have any idea, but I just practice."
0:58:07,0:58:07,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,So.
0:58:08,0:58:09,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah created.
0:58:09,0:58:12,41327c6b-fe54-449a-94aa-09f0b291dd58,And i'll see.
1:04:22,1:04:23,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,alright.
1:04:24,1:04:27,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,looks like looks like others are still working on it.
1:04:28,1:04:29,0b2e580e-b701-42a7-a355-253910aa8871,Just two quick.
1:04:32,1:04:34,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,skipped the whole tutorial because they've.
1:04:36,1:04:38,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I think I think this is like.
1:04:40,1:04:46,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Things like pretty much what you did for like when you had to submit the video to apply.
1:04:48,1:04:49,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I know it's going to be like two lines.
1:05:05,1:05:08,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Okay let's see alright so once we're done we did the pure programming.
1:05:11,1:05:15,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Oh alright, I guess you guys are supposed to do the other two exercises."
1:05:17,1:05:18,41327c6b-fe54-449a-94aa-09f0b291dd58," Right, so how."
1:05:20,1:05:21,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Are we did exercise one.
1:05:24,1:05:26,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah just getting used to allowance.
1:05:27,1:05:29,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah I saw you did pretty fast.
1:05:31,1:05:34,41327c6b-fe54-449a-94aa-09f0b291dd58,The others kinda got started.
1:05:36,1:05:39,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, so let me give the timers."
1:05:46,1:05:48,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,minute left yeah.
1:05:48,1:05:52,41327c6b-fe54-449a-94aa-09f0b291dd58,it's this part that part they get really excited I guess.
1:05:56,1:05:57,41327c6b-fe54-449a-94aa-09f0b291dd58," All right, so."
1:05:59,1:06:05,41327c6b-fe54-449a-94aa-09f0b291dd58," I did go, I will back on, I think we are still waiting for others."
1:06:07,1:06:08,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah it's.
1:06:09,1:06:11,41327c6b-fe54-449a-94aa-09f0b291dd58,Important to wait for the one minute.
1:06:12,1:06:18,41327c6b-fe54-449a-94aa-09f0b291dd58," This is the time, usually they try to rush and figure out everything."
1:06:19,1:06:20,0b2e580e-b701-42a7-a355-253910aa8871,I have a question in meantime.
1:06:21,1:06:38,0b2e580e-b701-42a7-a355-253910aa8871," day one, and day two are we supposed to be fairly familiar with the actual data set so that if students become stuck and try to figuring out how or what they want to model we can provide suggestions and glowing angling them towards one of the four data sets that will be provided."
1:06:39,1:06:40,41327c6b-fe54-449a-94aa-09f0b291dd58," I think, no."
1:06:41,1:06:46,41327c6b-fe54-449a-94aa-09f0b291dd58,No yeah I think they should just focus on the questions like not the data set.
1:06:47,1:06:55,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I think day to when they're trying to figure out project not not for the pre REC day to have like week one so next week.
1:06:56,1:06:56,,Right.
1:06:57,1:07:00,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah that's when for us and slot for they're going to be.
1:07:02,1:07:05,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,figuring out the what they want to work on the brainstorming at least.
1:07:07,1:07:09,0b2e580e-b701-42a7-a355-253910aa8871,yeah so i'm saying like they don't have ideas.
1:07:10,1:07:18,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,or like yeah I mean I think yeah I think we should just tell them like hey look here's some data sets and then let them brainstorm.
1:07:19,1:07:19,0b2e580e-b701-42a7-a355-253910aa8871,Right now.
1:07:22,1:07:23,41327c6b-fe54-449a-94aa-09f0b291dd58,But I think.
1:07:23,1:07:33,41327c6b-fe54-449a-94aa-09f0b291dd58,The goal of the first day and also second day is not to bias them be the data set but try to make them think of a question.
1:07:34,1:07:42,41327c6b-fe54-449a-94aa-09f0b291dd58," Like hypothesis, so they should come up with their own hypothesis, and then after they gave us their hypothesis, then we can tell okay go use the status."
1:07:45,1:07:55,41327c6b-fe54-449a-94aa-09f0b291dd58,So I guess that's what i'm trying to teach like this very the whole emphasis of day two is not to be.
1:07:57,1:08:00,41327c6b-fe54-449a-94aa-09f0b291dd58,biased with techniques or data.
1:08:01,1:08:25,41327c6b-fe54-449a-94aa-09f0b291dd58,or like you know publication like should just you know start a project for just getting a lot of citations or just for using a method or just trying to analyze the data sets so so they're trying to focus so much on a phenomenon to to to find an interesting phenomena and then.
1:08:27,1:08:42,41327c6b-fe54-449a-94aa-09f0b291dd58," find an interesting hypothesis that can be solved so that part you help to define whether it's doable to solve that hypothesis or not, and you tell them yeah you can read this dataset, for example."
1:08:43,1:08:47,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I see so you're saying we start them you start them very general.
1:08:48,1:08:52,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah we started with like just going to nature observe.
1:08:53,1:08:53,,what's interesting.
1:08:56,1:09:04,41327c6b-fe54-449a-94aa-09f0b291dd58," And then, like try to formalize it a bit mathematically and come up with like a null hypothesis is that mystical hypothesis."
1:09:06,1:09:16,41327c6b-fe54-449a-94aa-09f0b291dd58," Yes, so ideally they don't need to know any background to be a scientist right they just need to come up with a hypothesis which doesn't need to be that."
1:09:18,1:09:30,41327c6b-fe54-449a-94aa-09f0b291dd58," Formal in the beginning doesn't have to be so mathematical but, but you can help a lot into saying this is good, this is bad as good as that but, but they should ideally be generating their hypothesis."
1:09:31,1:09:31,41327c6b-fe54-449a-94aa-09f0b291dd58,There are.
1:09:32,1:09:42,a1958a61-a8ce-4002-9980-c66db01f95fe," Others i've had a few different students, say, specifically that they want to work with this, they want to learn how to work with this type of data or that."
1:09:44,1:09:45,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah I mean many centers are biased.
1:09:46,1:09:51,41327c6b-fe54-449a-94aa-09f0b291dd58,towards their research because they're not beginners they already started.
1:09:52,1:09:56,41327c6b-fe54-449a-94aa-09f0b291dd58,Projects so they they're usually looking for help in that direction.
1:09:57,1:09:59,41327c6b-fe54-449a-94aa-09f0b291dd58," But, but still like as a."
1:10:00,1:10:11,41327c6b-fe54-449a-94aa-09f0b291dd58," As a pedagogical approach we should force them to think, as if you're going to start fresh as a New Scientist forget about like what you're doing."
1:10:11,1:10:21,41327c6b-fe54-449a-94aa-09f0b291dd58," But, of course, like that's not realistic, they still gonna look for phenomenons that people have already been studied with that data set or retired approach."
1:10:22,1:10:40,41327c6b-fe54-449a-94aa-09f0b291dd58," But yeah I mean to be fair to new beginners because, like not everybody have their own projects and not everybody's neuroscientist and not everybody has ideas or biases two different approaches so it's better to force everybody to be."
1:10:42,1:10:45,41327c6b-fe54-449a-94aa-09f0b291dd58,Fresh you know to start fresh tab open mind.
1:10:47,1:10:48,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah.
1:10:50,1:10:54,41327c6b-fe54-449a-94aa-09f0b291dd58," What else haha Okay, so I observed."
1:10:55,1:11:02,41327c6b-fe54-449a-94aa-09f0b291dd58,That while you were doing the exercises I realized you actually need time to meet exercises.
1:11:02,1:11:03,41327c6b-fe54-449a-94aa-09f0b291dd58,alone.
1:11:03,1:11:05,41327c6b-fe54-449a-94aa-09f0b291dd58,that's that's seems to be.
1:11:06,1:11:07,41327c6b-fe54-449a-94aa-09f0b291dd58,kind of.
1:11:09,1:11:22,41327c6b-fe54-449a-94aa-09f0b291dd58," learning process or requires some time to digest the question at least before starting to attempt, so I guess it's better to include the."
1:11:24,1:11:38,41327c6b-fe54-449a-94aa-09f0b291dd58," text after exercise as part of the off time so that students when they are ready to share their screen they actually know what they're going to try to solve but, but they should not be."
1:11:38,1:11:46,41327c6b-fe54-449a-94aa-09f0b291dd58," Trying to solve it by themselves, they should be just think about that question that they read as the."
1:11:46,1:11:47,41327c6b-fe54-449a-94aa-09f0b291dd58,Before the code.
1:11:48,1:11:51,41327c6b-fe54-449a-94aa-09f0b291dd58,So they should read whatever is before the code I think it's better.
1:11:52,1:12:05,41327c6b-fe54-449a-94aa-09f0b291dd58," So that once they share screen, they all know the problem they don't need to discuss the problem because discussing the problem is also hard and it's better if it's done with you as a ta."
1:12:07,1:12:11,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah so so it will be a lot faster if they do pair programming.
1:12:13,1:12:15,41327c6b-fe54-449a-94aa-09f0b291dd58,Immediately after they read everything.
1:12:18,1:12:29,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah but they still need to come up with their own discussions of the outputs that like you should encourage them to discuss many things after either they finished or not, so if they didn't finish."
1:12:30,1:12:39,41327c6b-fe54-449a-94aa-09f0b291dd58," Then they should be discussing why this was difficult why they got chopped why the content is so bad, for you know they should discuss why they fail."
1:12:39,1:12:52,41327c6b-fe54-449a-94aa-09f0b291dd58," But if they succeeded, they should still try to discuss their outputs like whether they can interpret output like okay that they've managed to get the required steps."
1:12:55,1:12:57,41327c6b-fe54-449a-94aa-09f0b291dd58,Whether they actually understood the output.
1:12:58,1:13:17,41327c6b-fe54-449a-94aa-09f0b291dd58," or whether they can understand the rest of the codes because usually the exercise steps are just 10% off to understand if if you can just do the step it doesn't mean that you got everything so for each exercise, they can spend so much time like there is never."
1:13:18,1:13:20,41327c6b-fe54-449a-94aa-09f0b291dd58,Enough time in a.
1:13:21,1:13:40,41327c6b-fe54-449a-94aa-09f0b291dd58," tutorial to go through all the details of a given exercise, but they should be not focusing on the Court mainly if they finish those steps they should be mainly focusing on interpreting the output and after interpreting the output, then, if there is any questions."
1:13:41,1:13:44,41327c6b-fe54-449a-94aa-09f0b291dd58," or any discussions, they should be also doing that themselves."
1:13:46,1:13:50,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah so so you should encourage them to not leave their.
1:13:51,1:13:59,41327c6b-fe54-449a-94aa-09f0b291dd58,breakout room until you ask them to that like they should spend all the time that you give.
1:14:00,1:14:18,41327c6b-fe54-449a-94aa-09f0b291dd58," They did they should, I think okay job because I just wrote this one line of code and the output was correct, you know it's done right I should not be thinking about this anymore, so it should encourage them that there's no going back here is, I mean they can, if they decide to rest."
1:14:19,1:14:27,41327c6b-fe54-449a-94aa-09f0b291dd58," If there is no curiosity they're left, they can just you know stay there that rest, but I think it's not."
1:14:28,1:14:29,41327c6b-fe54-449a-94aa-09f0b291dd58,So effective to.
1:14:30,1:14:37,41327c6b-fe54-449a-94aa-09f0b291dd58," Come back to the main room too early, because also when they come back, they want to immediately discuss with the ta but."
1:14:38,1:14:50,41327c6b-fe54-449a-94aa-09f0b291dd58," That discussion will be a private discussion that will not be shared with everyone else, so maybe you will be exhausted, and you repeat yourself so it's better that they start discussing altogether."
1:14:52,1:15:00,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah that's some of my observations from this new approach I just made up.
1:15:01,1:15:04,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah hopefully works better, this time."
1:15:05,1:15:05,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah.
1:15:07,1:15:08,41327c6b-fe54-449a-94aa-09f0b291dd58,So any.
1:15:11,1:15:11,41327c6b-fe54-449a-94aa-09f0b291dd58,question.
1:15:18,1:15:21,41327c6b-fe54-449a-94aa-09f0b291dd58," All right, so then let's go the."
1:15:22,1:15:25,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,schedule yeah yeah let's make the schedule.
1:15:29,1:15:30,41327c6b-fe54-449a-94aa-09f0b291dd58,y'all have the link right.
1:15:34,1:15:41,41327c6b-fe54-449a-94aa-09f0b291dd58,What I noticed is that the number of tutorials probably not going to be too on the so.
1:15:41,1:15:42,fc07718b-853d-4a8f-8fd8-3c08aa713ede,calculus s3.
1:15:42,1:15:44,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,The other yeah too.
1:15:44,1:15:45,41327c6b-fe54-449a-94aa-09f0b291dd58,Many around your House.
1:15:45,1:15:46,fc07718b-853d-4a8f-8fd8-3c08aa713ede,Has like a bonus one.
1:15:49,1:15:56,41327c6b-fe54-449a-94aa-09f0b291dd58," So, then, we need to be a bit wiser into dividing so he's only calculus three yeah."
1:16:00,1:16:01,687cf1e0-ac67-4506-830c-47ea2cb14d8b,Leave so.
1:16:01,1:16:02,4541350f-a10b-4b53-892c-31b181194b68,yeah so.
1:16:02,1:16:03,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah right sure.
1:16:03,1:16:05,4541350f-a10b-4b53-892c-31b181194b68," Okay, thanks, a lot."
1:16:09,1:16:12,41327c6b-fe54-449a-94aa-09f0b291dd58,Thank you alrighty Thank you.
1:16:15,1:16:18,41327c6b-fe54-449a-94aa-09f0b291dd58," So so then how about this, we just."
1:16:20,1:16:28,41327c6b-fe54-449a-94aa-09f0b291dd58," The go as much as we can, until the break right like you don't worry about this so it's just not to one or just session one."
1:16:33,1:16:36,0b2e580e-b701-42a7-a355-253910aa8871," I mean, are we going to have multiple people for per day multiple Th."
1:16:36,1:16:39,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," yeah yeah that's what I was wondering, so if you're."
1:16:39,1:16:45,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Trying to split this up as much as possible, it will be kind of hard if we don't define where we're stopping."
1:16:46,1:16:47,41327c6b-fe54-449a-94aa-09f0b291dd58,Very are stopping.
1:16:49,1:16:49,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah.
1:16:51,1:16:55,41327c6b-fe54-449a-94aa-09f0b291dd58,So so there's a one hour break we know exactly when you're stopping.
1:16:56,1:16:58,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Right yeah in the content.
1:16:59,1:17:03,41327c6b-fe54-449a-94aa-09f0b291dd58," So yes, not up to us right, I mean that's up to the students like how much."
1:17:05,1:17:06,41327c6b-fe54-449a-94aa-09f0b291dd58,You know.
1:17:06,1:17:10,41327c6b-fe54-449a-94aa-09f0b291dd58," Like you, usually like they don't finish you know."
1:17:10,1:17:11,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I see.
1:17:12,1:17:12,41327c6b-fe54-449a-94aa-09f0b291dd58,I see.
1:17:12,1:17:14,41327c6b-fe54-449a-94aa-09f0b291dd58,Only finishes when.
1:17:15,1:17:18,41327c6b-fe54-449a-94aa-09f0b291dd58," they're finished, which is usually not the end of the tutorials."
1:17:19,1:17:19,,As they only.
1:17:21,1:17:21,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah.
1:17:23,1:17:29,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," So, then, I guess you know, whoever whoever finishes a session, they just tell us where they left off, and then we."
1:17:29,1:17:30,,yeah.
1:17:33,1:17:37,41327c6b-fe54-449a-94aa-09f0b291dd58," Okay, so who wants to go which."
1:17:38,1:17:40,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I cannot add it.
1:17:41,1:17:43,fc07718b-853d-4a8f-8fd8-3c08aa713ede,Should we start to add constraints.
1:17:45,1:17:49,41327c6b-fe54-449a-94aa-09f0b291dd58,Oh yeah it's view okay I just created edit access.
1:17:53,1:18:02,0b2e580e-b701-42a7-a355-253910aa8871," Are we doing multiple tiers per per day because we're going to have a decent amount of students right, we want to have a more than one are we just doing one per the entire session."
1:18:03,1:18:06,41327c6b-fe54-449a-94aa-09f0b291dd58,It will be one for all of our students.
1:18:08,1:18:12,41327c6b-fe54-449a-94aa-09f0b291dd58," So we will use one link for all the students, but we will be."
1:18:14,1:18:15,41327c6b-fe54-449a-94aa-09f0b291dd58," Doing one, at a time."
1:18:16,1:18:18,41327c6b-fe54-449a-94aa-09f0b291dd58,But all students will be always scatter.
1:18:21,1:18:26,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah so it's all it's only gonna be one person for session.
1:18:26,1:18:27,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,And then I guess.
1:18:27,1:18:31,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,If someone wants to get into multiple sessions each day.
1:18:31,1:18:39,29ed6943-18c9-4b1d-ab32-b1a83df77d84,If there's ends up being like 20 students during one session or something like making this message and and discord or I can hop on to help on if it's Thursday or Friday.
1:18:40,1:18:44,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," yeah i'm gonna i'm gonna be free on all the dates, so if anyone needs to you."
1:18:45,1:19:02,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah sure I mean even better if it's fair like first we try to do all one, at a time, but if somebody cannot do this, then I mean we can always join, but it's a really good practice, I think, because there will, there will be a lot of students."
1:19:04,1:19:09,41327c6b-fe54-449a-94aa-09f0b291dd58,And I think it's better to practice with more students to see whether your approach is scalable.
1:19:10,1:19:14,41327c6b-fe54-449a-94aa-09f0b291dd58,Because yeah you will tend to exhaust yourself and.
1:19:15,1:19:20,41327c6b-fe54-449a-94aa-09f0b291dd58,it's better to assume there is 2030 students and.
1:19:21,1:19:26,41327c6b-fe54-449a-94aa-09f0b291dd58,They tried to you know I get a lot better with less.
1:19:28,1:19:36,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Okay yeah so who, I guess, whoever has like a day preferences go ahead and fill in first I know they can take what's left."
1:19:37,1:19:41,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah I can take also what's left, I mean I."
1:19:51,1:19:52,,Like we're done.
1:19:53,1:19:55,41327c6b-fe54-449a-94aa-09f0b291dd58,Okay cool so that means i'm blessed.
1:19:56,1:19:57,0b2e580e-b701-42a7-a355-253910aa8871,posey.
1:19:59,1:20:01,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,Thanks alright.
1:20:01,1:20:09,fc07718b-853d-4a8f-8fd8-3c08aa713ede," So do you guys mind if, like other to lurk your thing like i'm tempted to learn here guys just to see how your."
1:20:11,1:20:13,fc07718b-853d-4a8f-8fd8-3c08aa713ede,advice for how I should leave the tutorial.
1:20:13,1:20:14,41327c6b-fe54-449a-94aa-09f0b291dd58,that's fine.
1:20:15,1:20:18,41327c6b-fe54-449a-94aa-09f0b291dd58," Right, so you mean yeah join me multiple stations."
1:20:18,1:20:19,fc07718b-853d-4a8f-8fd8-3c08aa713ede,yeah like i've.
1:20:19,1:20:21,fc07718b-853d-4a8f-8fd8-3c08aa713ede,got a fly on the wall kind of no camera.
1:20:22,1:20:23,41327c6b-fe54-449a-94aa-09f0b291dd58,Behind yeah.
1:20:25,1:20:29,29ed6943-18c9-4b1d-ab32-b1a83df77d84,who's there was that when we're using them do you mind putting the like clean host ID into.
1:20:29,1:20:32,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Yes, I edited the message, so you should have it."
1:20:33,1:20:35,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,In there or something.
1:20:35,1:20:39,41327c6b-fe54-449a-94aa-09f0b291dd58,yeah okay so so if you're sharing the host ID between each other right.
1:20:40,1:20:44,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,we're sharing the zoom link and you guys can use that key yeah.
1:20:44,1:20:46,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,You can see yeah.
1:20:46,1:20:49,41327c6b-fe54-449a-94aa-09f0b291dd58," I mean don't share it with yours to others, I guess."
1:20:50,1:20:53,41327c6b-fe54-449a-94aa-09f0b291dd58,We I mean not such a terrible idea but yeah.
1:20:56,1:20:59,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah I think that's good um.
1:21:00,1:21:00,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Okay, so."
1:21:01,1:21:04,0b2e580e-b701-42a7-a355-253910aa8871,where's the zoom link and the key are in the discord are.
1:21:05,1:21:07,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,There in indigo show ETA chat.
1:21:07,1:21:09,29ed6943-18c9-4b1d-ab32-b1a83df77d84,Do we pin it for now.
1:21:10,1:21:12,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb," Yes, good idea can I can."
1:21:14,1:21:15,29ed6943-18c9-4b1d-ab32-b1a83df77d84,Maybe you do.
1:21:16,1:21:17,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,yeah I cannot.
1:21:18,1:21:18,29ed6943-18c9-4b1d-ab32-b1a83df77d84,Oh yeah I got it.
1:21:22,1:21:23,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,You got.
1:21:23,1:21:24,,yeah.
1:21:25,1:21:27,41327c6b-fe54-449a-94aa-09f0b291dd58,The messages here are not shown to the.
1:21:27,1:21:28,41327c6b-fe54-449a-94aa-09f0b291dd58,Students right.
1:21:28,1:21:29,41327c6b-fe54-449a-94aa-09f0b291dd58," No, no."
1:21:29,1:21:31,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,it's private to me yeah yeah.
1:21:33,1:21:37,fa3e5f86-2b2d-49aa-a214-9a84ff89e3bb,I think general is open to students indigo.
1:21:38,1:21:40,41327c6b-fe54-449a-94aa-09f0b291dd58," Yes, the general one is yeah."
1:21:43,1:21:44,29ed6943-18c9-4b1d-ab32-b1a83df77d84,So maybe.
1:21:45,1:21:45,41327c6b-fe54-449a-94aa-09f0b291dd58,You could maybe.
1:21:46,1:22:02,41327c6b-fe54-449a-94aa-09f0b291dd58," Perhaps share our questions there like if you didn't get a content like if you have a question about the content, we can, maybe first share their try to answer each other's and then share the content team because probably are going to be slow."
1:22:03,1:22:13,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah you're all going to be, at the same time right so that's good like we will be probably more fresh than the content team because, like."
1:22:15,1:22:35,41327c6b-fe54-449a-94aa-09f0b291dd58," They are not the actual content developers, they are just previous year Ts and probably not very fresh so i'm not very optimistic about the content health team, this year, I mean because it's new and let's see if it works out but yeah first let's rely on on ourselves first."
1:22:37,1:22:48,41327c6b-fe54-449a-94aa-09f0b291dd58," yeah and also like we can do some fun activities as a makeup, but it will be good to you know, try to help each other in terms of difficulties in the content in the general channel."
1:22:50,1:22:58,29ed6943-18c9-4b1d-ab32-b1a83df77d84,yeah is it a cool if I drop this zoom meeting link that we're using for the pre course into the main channel general.
1:22:58,1:23:00,41327c6b-fe54-449a-94aa-09f0b291dd58,By menu in the general for the.
